train/step,train/mean_reward,train/loss,train/reward_variance,epoch/epoch,task_reward/task_07,task_reward/task_08,task_reward/task_06,task_reward/task_11,task_reward/task_10,task_reward/task_12,task_reward/task_05,task_reward/task_04,task_reward/task_14,task_reward/task_13,task_reward/task_02,task_reward/task_01,task_reward/task_09,task_reward/task_03,epoch/mean_reward,epoch/signal_tasks,epoch/nonzero_rewards_pct
18,0.0,0.0,0.0,3,0.0,0.0,0.4,0.0,0.375,0.0,0.0,0.0511875,0.5625,0.775,0.0,0.21875,0.0,0.12524999999999997,0.18135267857142856,7.0,0.5714285714285714
19,0.03125,-0.012976,0.014648,3,0.0,0.03125,0.4,0.0,0.375,0.0,0.0,0.0511875,0.5625,0.775,0.0,0.21875,0.0,0.12524999999999997,0.18135267857142856,7.0,0.5714285714285714
19,0.0,0.0,0.0,4,0.0,0.03125,0.4,0.0,0.375,0.0,0.0,0.0511875,0.5625,0.775,0.0,0.21875,0.0,0.12524999999999997,0.18679910714285716,5.0,0.5714285714285714
19,0.0,0.0,0.0,4,0.0,0.03125,0.4,0.0,0.375,0.0,0.0,0.0511875,0.5625,0.775,0.0,0.21875,0.0,0.12524999999999997,0.18679910714285716,5.0,0.5714285714285714
19,0.0,0.0,0.0,4,0.0,0.03125,0.4,0.0,0.375,0.0,0.0,0.0511875,0.5625,0.775,0.0,0.21875,0.0,0.12524999999999997,0.18679910714285716,5.0,0.5714285714285714
19,0.5,0.0,0.0,4,0.0,0.03125,0.4,0.0,0.5,0.0,0.0,0.0511875,0.5625,0.775,0.0,0.21875,0.0,0.12524999999999997,0.18679910714285716,5.0,0.5714285714285714
19,0.0,0.0,0.0,4,0.0,0.03125,0.4,0.0,0.5,0.0,0.0,0.0511875,0.5625,0.775,0.0,0.21875,0.0,0.12524999999999997,0.18679910714285716,5.0,0.5714285714285714
19,0.0,0.0,0.0,4,0.0,0.03125,0.4,0.0,0.5,0.0,0.0,0.0511875,0.5625,0.775,0.0,0.21875,0.0,0.12524999999999997,0.18679910714285716,5.0,0.5714285714285714
19,0.0,0.0,0.0,4,0.0,0.03125,0.4,0.0,0.5,0.0,0.0,0.0511875,0.5625,0.775,0.0,0.21875,0.0,0.12524999999999997,0.18679910714285716,5.0,0.5714285714285714
20,0.7875000000000001,-0.000251,0.047344,4,0.0,0.03125,0.4,0.0,0.5,0.0,0.0,0.0511875,0.5625,0.7875000000000001,0.0,0.21875,0.0,0.12524999999999997,0.18679910714285716,5.0,0.5714285714285714
20,0.6,0.0,0.0,4,0.0,0.03125,0.4,0.0,0.5,0.0,0.0,0.0511875,0.6,0.7875000000000001,0.0,0.21875,0.0,0.12524999999999997,0.18679910714285716,5.0,0.5714285714285714
21,0.38125000000000003,-0.001237,0.005273,4,0.0,0.03125,0.38125000000000003,0.0,0.5,0.0,0.0,0.0511875,0.6,0.7875000000000001,0.0,0.21875,0.0,0.12524999999999997,0.18679910714285716,5.0,0.5714285714285714
21,0.091,0.0,0.0,4,0.0,0.03125,0.38125000000000003,0.0,0.5,0.0,0.0,0.091,0.6,0.7875000000000001,0.0,0.21875,0.0,0.12524999999999997,0.18679910714285716,5.0,0.5714285714285714
22,0.11481249999999998,-0.286508,0.005992,4,0.0,0.03125,0.38125000000000003,0.0,0.5,0.0,0.0,0.091,0.6,0.7875000000000001,0.0,0.21875,0.0,0.11481249999999998,0.18679910714285716,5.0,0.5714285714285714
23,0.125,-0.004444,0.046875,4,0.0,0.125,0.38125000000000003,0.0,0.5,0.0,0.0,0.091,0.6,0.7875000000000001,0.0,0.21875,0.0,0.11481249999999998,0.18679910714285716,5.0,0.5714285714285714
24,0.015625,-0.046018,0.003662,4,0.0,0.125,0.38125000000000003,0.0,0.5,0.0,0.0,0.091,0.6,0.7875000000000001,0.0,0.015625,0.0,0.11481249999999998,0.18679910714285716,5.0,0.5714285714285714
24,0.0,0.0,0.0,5,0.0,0.125,0.38125000000000003,0.0,0.5,0.0,0.0,0.091,0.6,0.7875000000000001,0.0,0.015625,0.0,0.11481249999999998,0.22660267857142857,5.0,0.5714285714285714
25,0.375,-0.158786,0.046875,5,0.0,0.375,0.38125000000000003,0.0,0.5,0.0,0.0,0.091,0.6,0.7875000000000001,0.0,0.015625,0.0,0.11481249999999998,0.22660267857142857,5.0,0.5714285714285714
26,0.46875,-0.041477,0.014648,5,0.0,0.375,0.38125000000000003,0.0,0.46875,0.0,0.0,0.091,0.6,0.7875000000000001,0.0,0.015625,0.0,0.11481249999999998,0.22660267857142857,5.0,0.5714285714285714
26,0.4,0.0,0.0,5,0.0,0.375,0.4,0.0,0.46875,0.0,0.0,0.091,0.6,0.7875000000000001,0.0,0.015625,0.0,0.11481249999999998,0.22660267857142857,5.0,0.5714285714285714
26,0.6,0.0,0.0,5,0.0,0.375,0.4,0.0,0.46875,0.0,0.0,0.091,0.6,0.7875000000000001,0.0,0.015625,0.0,0.11481249999999998,0.22660267857142857,5.0,0.5714285714285714
26,0.0,0.0,0.0,5,0.0,0.375,0.4,0.0,0.46875,0.0,0.0,0.091,0.6,0.7875000000000001,0.0,0.015625,0.0,0.11481249999999998,0.22660267857142857,5.0,0.5714285714285714
26,0.0,0.0,0.0,5,0.0,0.375,0.4,0.0,0.46875,0.0,0.0,0.091,0.6,0.7875000000000001,0.0,0.015625,0.0,0.11481249999999998,0.22660267857142857,5.0,0.5714285714285714
26,0.0,0.0,0.0,5,0.0,0.375,0.4,0.0,0.46875,0.0,0.0,0.091,0.6,0.7875000000000001,0.0,0.015625,0.0,0.11481249999999998,0.22660267857142857,5.0,0.5714285714285714
27,0.21875,-0.226939,0.006836,5,0.0,0.375,0.4,0.0,0.46875,0.0,0.0,0.091,0.6,0.7875000000000001,0.0,0.21875,0.0,0.11481249999999998,0.22660267857142857,5.0,0.5714285714285714
27,0.0,0.0,0.0,5,0.0,0.375,0.4,0.0,0.46875,0.0,0.0,0.091,0.6,0.7875000000000001,0.0,0.21875,0.0,0.11481249999999998,0.22660267857142857,5.0,0.5714285714285714
28,0.0939375,0.186093,0.006863,5,0.0,0.375,0.4,0.0,0.46875,0.0,0.0,0.091,0.6,0.7875000000000001,0.0,0.21875,0.0,0.0939375,0.22660267857142857,5.0,0.5714285714285714
28,0.0,0.0,0.0,5,0.0,0.375,0.4,0.0,0.46875,0.0,0.0,0.091,0.6,0.7875000000000001,0.0,0.21875,0.0,0.0939375,0.22660267857142857,5.0,0.5714285714285714
29,0.925,-0.001474,0.009375,5,0.0,0.375,0.4,0.0,0.46875,0.0,0.0,0.091,0.6,0.925,0.0,0.21875,0.0,0.0939375,0.22660267857142857,5.0,0.5714285714285714
29,0.091,0.0,0.0,5,0.0,0.375,0.4,0.0,0.46875,0.0,0.0,0.091,0.6,0.925,0.0,0.21875,0.0,0.0939375,0.22660267857142857,5.0,0.5714285714285714
30,0.14612499999999998,0.149742,0.00305,6,0.0,0.375,0.4,0.0,0.46875,0.0,0.0,0.091,0.6,0.925,0.0,0.21875,0.0,0.14612499999999998,0.21001785714285712,2.0,0.5
30,0.0,0.0,0.0,6,0.0,0.375,0.4,0.0,0.46875,0.0,0.0,0.091,0.6,0.925,0.0,0.21875,0.0,0.14612499999999998,0.21001785714285712,2.0,0.5
30,1.0,0.0,0.0,6,0.0,0.375,0.4,0.0,0.46875,0.0,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.14612499999999998,0.21001785714285712,2.0,0.5
30,0.091,0.0,0.0,6,0.0,0.375,0.4,0.0,0.46875,0.0,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.14612499999999998,0.21001785714285712,2.0,0.5
31,0.203125,-1.578783,0.009521,6,0.0,0.375,0.4,0.0,0.46875,0.0,0.0,0.091,0.6,1.0,0.0,0.203125,0.0,0.14612499999999998,0.21001785714285712,2.0,0.5
31,0.0,0.0,0.0,6,0.0,0.375,0.4,0.0,0.46875,0.0,0.0,0.091,0.6,1.0,0.0,0.203125,0.0,0.14612499999999998,0.21001785714285712,2.0,0.5
31,0.6,0.0,0.0,6,0.0,0.375,0.4,0.0,0.46875,0.0,0.0,0.091,0.6,1.0,0.0,0.203125,0.0,0.14612499999999998,0.21001785714285712,2.0,0.5
31,0.0,0.0,0.0,6,0.0,0.375,0.4,0.0,0.46875,0.0,0.0,0.091,0.6,1.0,0.0,0.203125,0.0,0.14612499999999998,0.21001785714285712,2.0,0.5
31,0.0,0.0,0.0,6,0.0,0.0,0.4,0.0,0.46875,0.0,0.0,0.091,0.6,1.0,0.0,0.203125,0.0,0.14612499999999998,0.21001785714285712,2.0,0.5
31,0.5,0.0,0.0,6,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.203125,0.0,0.14612499999999998,0.21001785714285712,2.0,0.5
31,0.4,0.0,0.0,6,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.203125,0.0,0.14612499999999998,0.21001785714285712,2.0,0.5
31,0.0,0.0,0.0,6,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.203125,0.0,0.14612499999999998,0.21001785714285712,2.0,0.5
31,0.0,0.0,0.0,6,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.203125,0.0,0.14612499999999998,0.21001785714285712,2.0,0.5
31,0.0,0.0,0.0,6,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.203125,0.0,0.14612499999999998,0.21001785714285712,2.0,0.5
32,0.1356875,0.070435,0.004249,7,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.203125,0.0,0.1356875,0.2126205357142857,1.0,0.5
32,0.0,0.0,0.0,7,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.203125,0.0,0.1356875,0.2126205357142857,1.0,0.5
32,0.25,0.0,0.0,7,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2126205357142857,1.0,0.5
32,0.0,0.0,0.0,7,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2126205357142857,1.0,0.5
32,0.0,0.0,0.0,7,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2126205357142857,1.0,0.5
32,0.0,0.0,0.0,7,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2126205357142857,1.0,0.5
32,0.6,0.0,0.0,7,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2126205357142857,1.0,0.5
32,0.5,0.0,0.0,7,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2126205357142857,1.0,0.5
32,0.0,0.0,0.0,7,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2126205357142857,1.0,0.5
32,0.0,0.0,0.0,7,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2126205357142857,1.0,0.5
32,0.091,0.0,0.0,7,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2126205357142857,1.0,0.5
32,1.0,0.0,0.0,7,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2126205357142857,1.0,0.5
32,0.4,0.0,0.0,7,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2126205357142857,1.0,0.5
32,0.0,0.0,0.0,7,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2126205357142857,1.0,0.5
33,0.21875,-0.948649,0.006836,8,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.1356875,0.21113392857142857,2.0,0.5
33,0.0,0.0,0.0,8,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.1356875,0.21113392857142857,2.0,0.5
33,0.6,0.0,0.0,8,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.1356875,0.21113392857142857,2.0,0.5
33,0.0,0.0,0.0,8,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.1356875,0.21113392857142857,2.0,0.5
34,0.14612499999999998,0.158851,0.00305,8,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.14612499999999998,0.21113392857142857,2.0,0.5
34,0.0,0.0,0.0,8,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.14612499999999998,0.21113392857142857,2.0,0.5
34,0.091,0.0,0.0,8,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.14612499999999998,0.21113392857142857,2.0,0.5
34,0.0,0.0,0.0,8,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.14612499999999998,0.21113392857142857,2.0,0.5
34,0.4,0.0,0.0,8,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.14612499999999998,0.21113392857142857,2.0,0.5
34,0.0,0.0,0.0,8,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.14612499999999998,0.21113392857142857,2.0,0.5
34,0.0,0.0,0.0,8,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.14612499999999998,0.21113392857142857,2.0,0.5
34,0.5,0.0,0.0,8,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.14612499999999998,0.21113392857142857,2.0,0.5
34,0.0,0.0,0.0,8,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.14612499999999998,0.21113392857142857,2.0,0.5
34,1.0,0.0,0.0,8,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.14612499999999998,0.21113392857142857,2.0,0.5
34,0.0,0.0,0.0,9,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.14612499999999998,0.21842410714285715,3.0,0.5714285714285714
34,0.5,0.0,0.0,9,0.0,0.0,0.4,0.0,0.5,0.0,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.14612499999999998,0.21842410714285715,3.0,0.5714285714285714
35,0.09375,-0.052438,0.061523,9,0.0,0.0,0.4,0.0,0.5,0.09375,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.14612499999999998,0.21842410714285715,3.0,0.5714285714285714
35,0.0,0.0,0.0,9,0.0,0.0,0.4,0.0,0.5,0.09375,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.14612499999999998,0.21842410714285715,3.0,0.5714285714285714
35,0.6,0.0,0.0,9,0.0,0.0,0.4,0.0,0.5,0.09375,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.14612499999999998,0.21842410714285715,3.0,0.5714285714285714
35,0.0,0.0,0.0,9,0.0,0.0,0.4,0.0,0.5,0.09375,0.0,0.091,0.6,1.0,0.0,0.21875,0.0,0.14612499999999998,0.21842410714285715,3.0,0.5714285714285714
36,0.9875,0.009604,0.002344,9,0.0,0.0,0.4,0.0,0.5,0.09375,0.0,0.091,0.6,0.9875,0.0,0.21875,0.0,0.14612499999999998,0.21842410714285715,3.0,0.5714285714285714
36,0.091,0.0,0.0,9,0.0,0.0,0.4,0.0,0.5,0.09375,0.0,0.091,0.6,0.9875,0.0,0.21875,0.0,0.14612499999999998,0.21842410714285715,3.0,0.5714285714285714
36,0.0,0.0,0.0,9,0.0,0.0,0.4,0.0,0.5,0.09375,0.0,0.091,0.6,0.9875,0.0,0.21875,0.0,0.14612499999999998,0.21842410714285715,3.0,0.5714285714285714
36,0.25,0.0,0.0,9,0.0,0.0,0.4,0.0,0.5,0.09375,0.0,0.091,0.6,0.9875,0.0,0.25,0.0,0.14612499999999998,0.21842410714285715,3.0,0.5714285714285714
37,0.1356875,0.077661,0.004249,9,0.0,0.0,0.4,0.0,0.5,0.09375,0.0,0.091,0.6,0.9875,0.0,0.25,0.0,0.1356875,0.21842410714285715,3.0,0.5714285714285714
37,0.0,0.0,0.0,9,0.0,0.0,0.4,0.0,0.5,0.09375,0.0,0.091,0.6,0.9875,0.0,0.25,0.0,0.1356875,0.21842410714285715,3.0,0.5714285714285714
37,0.0,0.0,0.0,9,0.0,0.0,0.4,0.0,0.5,0.09375,0.0,0.091,0.6,0.9875,0.0,0.25,0.0,0.1356875,0.21842410714285715,3.0,0.5714285714285714
37,0.4,0.0,0.0,9,0.0,0.0,0.4,0.0,0.5,0.09375,0.0,0.091,0.6,0.9875,0.0,0.25,0.0,0.1356875,0.21842410714285715,3.0,0.5714285714285714
37,0.4,0.0,0.0,10,0.0,0.0,0.4,0.0,0.5,0.09375,0.0,0.091,0.6,0.9875,0.0,0.25,0.0,0.1356875,0.2327142857142857,1.0,0.5714285714285714
37,1.0,0.0,0.0,10,0.0,0.0,0.4,0.0,0.5,0.09375,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2327142857142857,1.0,0.5714285714285714
37,0.0,0.0,0.0,10,0.0,0.0,0.4,0.0,0.5,0.09375,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2327142857142857,1.0,0.5714285714285714
37,0.091,0.0,0.0,10,0.0,0.0,0.4,0.0,0.5,0.09375,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2327142857142857,1.0,0.5714285714285714
38,0.25,-0.0578,0.109375,10,0.0,0.0,0.4,0.0,0.5,0.25,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2327142857142857,1.0,0.5714285714285714
38,0.0,0.0,0.0,10,0.0,0.0,0.4,0.0,0.5,0.25,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2327142857142857,1.0,0.5714285714285714
38,0.0,0.0,0.0,10,0.0,0.0,0.4,0.0,0.5,0.25,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2327142857142857,1.0,0.5714285714285714
38,0.6,0.0,0.0,10,0.0,0.0,0.4,0.0,0.5,0.25,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2327142857142857,1.0,0.5714285714285714
38,0.25,0.0,0.0,10,0.0,0.0,0.4,0.0,0.5,0.25,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2327142857142857,1.0,0.5714285714285714
38,0.5,0.0,0.0,10,0.0,0.0,0.4,0.0,0.5,0.25,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2327142857142857,1.0,0.5714285714285714
38,0.0,0.0,0.0,10,0.0,0.0,0.4,0.0,0.5,0.25,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.1356875,0.2327142857142857,1.0,0.5714285714285714
38,0.16699999999999998,0.0,0.0,10,0.0,0.0,0.4,0.0,0.5,0.25,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.16699999999999998,0.2327142857142857,1.0,0.5714285714285714
38,0.0,0.0,0.0,10,0.0,0.0,0.4,0.0,0.5,0.25,0.0,0.091,0.6,1.0,0.0,0.25,0.0,0.16699999999999998,0.2327142857142857,1.0,0.5714285714285714
